model_key,forecast_horizon_hours,forecast_horizon_label,window_start_utc,window_end_utc,window_date,drift_scope,cluster_key,route_name,row_count,eligible_row_count,reviewed_route_share,capacity_unknown_route_share,reviewed_internal_transfer_share,proxy_internal_transfer_share,blocked_internal_reviewed_share,known_connector_restriction_share,truth_backed_curtailment_share,actual_opportunity_deliverable_mean_mwh,predicted_opportunity_deliverable_mean_mwh,residual_bias_mwh,residual_mae_mwh,actual_opportunity_gross_value_mean_eur,predicted_opportunity_gross_value_mean_eur,residual_bias_eur,residual_mae_eur,feature_drift_score,target_drift_score,residual_drift_score,drift_state,source_lineage
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-05 00:00:00+00:00,2024-10-06 00:00:00+00:00,2024-10-05 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.0,0.0,1.0,0.0,1.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916666666666669,0.0,0.5120620052174477,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-06 00:00:00+00:00,cluster_daily,moray_firth_offshore,,96,96,0.0,0.0,1.0,0.0,0.625,0.25,0.0,0.0,0.351681338083536,-0.351681338083536,0.351681338083536,0.0,0.0,0.0,0.0,0.375,0.0,0.351681338083536,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-07 00:00:00+00:00,2024-10-07 23:00:00+00:00,2024-10-07 00:00:00+00:00,cluster_daily,moray_firth_offshore,,92,92,0.010869565217391304,0.0,1.0,0.0,0.7391304347826086,0.25,0.0,0.5106964927459571,0.9637056207822572,-0.45300912803630017,1.222764286526827,64.89164985076505,15.987180243965636,48.90446960679941,48.90446960679941,0.11413043478260865,0.5106964927459571,0.8710829484432909,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,2024-09-30 00:00:00+00:00,cluster_daily,north_wales_offshore,,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,warmup,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-01 00:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10-01 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.013888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.5859143505897526,0.23125443336360732,0.3546599172261453,0.8171687839533599,45.07526986239557,0.0,45.07526986239557,45.07526986239557,0.013888888888888888,,,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-02 00:00:00+00:00,2024-10-03 00:00:00+00:00,2024-10-02 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.027777777777777776,0.0,0.0,1.0,0.0,0.041666666666666664,0.0,0.962271944881082,1.8590716023689704,-0.8967996574878884,1.82672868582358,29.371547587184597,5.188064624731356,24.183482962453244,27.603822909272978,0.041666666666666664,0.3763575942913294,1.2514595747140338,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-03 00:00:00+00:00,2024-10-04 00:00:00+00:00,2024-10-03 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.0,0.0,0.0,1.0,0.0,0.027777777777777776,0.0,0.0,0.5254394323787993,-0.5254394323787993,0.5254394323787993,0.0,0.0,0.0,0.0,0.027777777777777776,0.962271944881082,0.7123604416701296,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-04 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.041666666666666664,0.0,0.0,1.0,0.0,0.041666666666666664,0.0,0.0,0.5289276366050889,-0.5289276366050889,0.5289276366050889,0.0,6.884005357470767,-6.884005357470767,6.884005357470767,0.041666666666666664,0.0,0.003488204226289593,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-05 00:00:00+00:00,2024-10-06 00:00:00+00:00,2024-10-05 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.06944444444444445,0.0,0.0,1.0,0.0,0.1388888888888889,0.0,0.0,0.43440380249291893,-0.43440380249291893,0.43440380249291893,0.0,8.79087048158352,-8.79087048158352,8.79087048158352,0.09722222222222224,0.0,0.09452383411216997,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-06 00:00:00+00:00,cluster_daily,north_wales_offshore,,72,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23342399865991195,-0.23342399865991195,0.23342399865991195,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.20097980383300698,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-07 00:00:00+00:00,2024-10-07 23:00:00+00:00,2024-10-07 00:00:00+00:00,cluster_daily,north_wales_offshore,,69,69,0.014492753623188406,0.0,0.0,1.0,0.0,0.0,0.0,0.2850975577710519,0.7178637133687973,-0.4327661555977454,0.8088891260958787,36.225921178178716,12.32988855500605,23.896032623172662,23.896032623172662,0.014492753623188406,0.2850975577710519,0.5754651274359668,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,2024-09-30 00:00:00+00:00,cluster_daily,shetland_wind,,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,warmup,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-01 00:00:00+00:00,2024-10-02 00:00:00+00:00,2024-10-01 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.013888888888888888,0.0,1.0,0.0,0.0,0.0,0.0,0.4539746968559619,0.18200171340053872,0.27197298345542315,0.6359764102565006,34.92495439117445,0.0,34.92495439117445,34.92495439117445,1.0,,,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-02 00:00:00+00:00,2024-10-03 00:00:00+00:00,2024-10-02 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.027777777777777776,0.0,1.0,0.0,0.0,0.041666666666666664,0.0,0.4820333431480812,1.6457989676942322,-1.163765624546151,1.6268377635645614,14.645973889664427,5.032594627148642,9.613379262515787,16.174888200153468,0.041666666666666664,0.028058646292119294,1.4357386080015742,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-03 00:00:00+00:00,2024-10-04 00:00:00+00:00,2024-10-03 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.0,0.0,1.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.3427553831825836,-0.3427553831825836,0.3427553831825836,0.0,0.0,0.0,0.0,0.027777777777777776,0.4820333431480812,0.8210102413635674,warn,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-04 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.041666666666666664,0.0,1.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.32484639979261726,-0.32484639979261726,0.32484639979261726,0.0,5.333824375810171,-5.333824375810171,5.333824375810171,0.041666666666666664,0.0,0.017908983389966326,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-05 00:00:00+00:00,2024-10-06 00:00:00+00:00,2024-10-05 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.06944444444444445,0.0,1.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.2585236433564984,-0.2585236433564984,0.2585236433564984,0.0,6.158456686823771,-6.158456686823771,6.158456686823771,0.09722222222222224,0.0,0.06632275643611885,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-06 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-06 00:00:00+00:00,cluster_daily,shetland_wind,,72,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14867895674849368,-0.14867895674849368,0.14867895674849368,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.10984468660800473,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-10-07 00:00:00+00:00,2024-10-07 23:00:00+00:00,2024-10-07 00:00:00+00:00,cluster_daily,shetland_wind,,69,69,0.014492753623188406,0.0,1.0,0.0,0.0,0.0,0.0,0.19613224645553443,0.38866115166961107,-0.1925289052140767,0.4881522560691295,24.921543895872485,6.139853357673842,18.781690538198642,18.781690538198642,0.014492753623188406,0.19613224645553443,0.3394732993206358,pass,fact_backtest_prediction_hourly
opportunity_group_mean_notice_v1,1,t_plus_1h,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,2024-09-30 00:00:00+00:00,global_daily,,,23,0,0.0,0.0,0.30434782608695654,0.6956521739130435,0.0,0.08695652173913043,0.0,,,,,,,,,,,,warmup,fact_backtest_prediction_hourly
